"","weekdate","conf_cases","median","threshold"
"781",2001-01-01,41,38.5277777777778,68.4722222222222
"782",2001-01-08,23,35.4444444444444,63.9722222222222
"783",2001-01-15,29,32.6666666666667,60.25
"784",2001-01-22,22,30.1111111111111,56.8333333333333
"785",2001-01-29,20,27.6666666666667,53.6388888888889
"786",2001-02-05,15,25.6388888888889,49.8888888888889
"787",2001-02-12,17,23.5555555555556,45.9722222222222
"788",2001-02-19,22,21.3611111111111,41.9166666666667
"789",2001-02-26,13,19.4444444444444,38.2222222222222
"790",2001-03-05,18,17.75,35
"791",2001-03-12,13,16.1944444444444,31.8611111111111
"792",2001-03-19,11,14.7777777777778,29.1666666666667
"793",2001-03-26,18,13.6111111111111,26.9444444444444
"794",2001-04-02,12,12.75,25.25
"795",2001-04-09,3,11.9722222222222,23.7777777777778
"796",2001-04-16,7,11.3611111111111,22.7222222222222
"797",2001-04-23,8,11.0555555555556,22.3055555555556
"798",2001-04-30,9,11.0555555555556,22.3888888888889
"799",2001-05-07,14,11.2222222222222,22.8888888888889
"800",2001-05-14,7,11.5,23.8333333333333
"801",2001-05-21,10,12.0833333333333,25.5
"802",2001-05-28,9,13.1666666666667,28
"803",2001-06-04,15,14.3888888888889,30.9444444444444
"804",2001-06-11,19,15.7777777777778,34.1388888888889
"805",2001-06-18,13,17.3888888888889,37.8055555555556
"806",2001-06-25,25,19.4722222222222,42.25
"807",2001-07-02,15,21.8611111111111,46.9722222222222
"808",2001-07-09,30,24.2777777777778,51.5
"809",2001-07-16,29,27.1388888888889,56.4166666666667
"810",2001-07-23,27,30.25,61.5833333333333
"811",2001-07-30,36,33.6111111111111,66.6944444444444
"812",2001-08-06,53,36.7222222222222,70.6388888888889
"813",2001-08-13,70,39.5555555555556,73.9444444444445
"814",2001-08-20,76,42.0833333333333,76.8333333333333
"815",2001-08-27,82,44.1666666666667,79.1111111111111
"816",2001-09-03,90,46.2222222222222,81.3888888888889
"817",2001-09-10,105,48.3055555555556,83.9722222222222
"818",2001-09-17,110,50.3611111111111,87.4166666666667
"819",2001-09-24,94,53,90.6944444444445
"820",2001-10-01,105,56.3611111111111,93.7222222222222
"821",2001-10-08,109,59.9444444444444,95.8333333333333
"822",2001-10-15,100,62.9444444444444,97.3055555555556
"823",2001-10-22,96,65.1666666666667,97.6944444444444
"824",2001-10-29,105,67.0277777777778,97.1111111111111
"825",2001-11-05,119,67.1388888888889,96.4722222222222
"826",2001-11-12,109,65.2777777777778,95.5
"827",2001-11-19,93,62.0277777777778,94.8333333333333
"828",2001-11-26,67,58.1388888888889,92.7777777777778
"829",2001-12-03,38,53.7222222222222,89.3888888888889
"830",2001-12-10,50,48.7222222222222,84.9722222222222
"831",2001-12-17,34,44.1111111111111,79.7222222222222
"832",2001-12-24,33,40.2222222222222,74.2222222222222
"833",2002-01-01,45,36.9722222222222,68.4722222222222
"834",2002-01-08,44,34.1944444444444,63.5555555555556
"835",2002-01-15,41,31.7222222222222,59.4166666666667
"836",2002-01-22,29,29.4166666666667,55.5833333333333
"837",2002-01-29,24,27.2777777777778,52
"838",2002-02-05,21,25.1666666666667,48.3333333333333
"839",2002-02-12,25,23.0555555555556,44.5555555555556
"840",2002-02-19,16,20.9166666666667,40.6666666666667
"841",2002-02-26,22,19.0555555555556,37.1388888888889
"842",2002-03-05,8,17.4444444444444,34.0555555555556
"843",2002-03-12,14,15.9444444444444,31.0277777777778
"844",2002-03-19,10,14.5833333333333,28.4166666666667
"845",2002-03-26,7,13.4444444444444,26.25
"846",2002-04-02,3,12.5833333333333,24.5833333333333
"847",2002-04-09,7,11.7777777777778,23.0833333333333
"848",2002-04-16,6,11.1944444444444,22.0277777777778
"849",2002-04-23,2,10.8888888888889,21.6388888888889
"850",2002-04-30,3,10.9166666666667,21.7777777777778
"851",2002-05-07,4,11.1111111111111,22.3611111111111
"852",2002-05-14,4,11.4166666666667,23.3611111111111
"853",2002-05-21,7,12.0833333333333,25.1388888888889
"854",2002-05-28,11,13.1388888888889,27.6666666666667
"855",2002-06-04,10,14.4166666666667,30.6111111111111
"856",2002-06-11,12,15.8055555555556,33.7777777777778
"857",2002-06-18,8,17.4166666666667,37.3611111111111
"858",2002-06-25,10,19.5,41.7222222222222
"859",2002-07-02,10,21.8611111111111,46.3333333333333
"860",2002-07-09,16,24.3611111111111,50.8888888888889
"861",2002-07-16,13,27.2777777777778,55.8611111111111
"862",2002-07-23,17,30.5277777777778,61.1388888888889
"863",2002-07-30,15,34.1111111111111,66.4722222222222
"864",2002-08-06,14,37.5,70.8333333333333
"865",2002-08-13,24,40.6944444444444,74.6666666666667
"866",2002-08-20,12,43.5555555555556,78.0277777777778
"867",2002-08-27,17,45.9722222222222,80.8055555555556
"868",2002-09-03,23,48.3055555555556,83.5555555555556
"869",2002-09-10,23,50.5555555555556,86.5
"870",2002-09-17,19,52.6944444444444,90.0555555555556
"871",2002-09-24,16,55.3055555555556,93.2777777777778
"872",2002-10-01,15,58.6111111111111,96.2222222222222
"873",2002-10-08,22,62.0833333333333,98.1666666666667
"874",2002-10-15,14,64.9722222222222,99.3888888888889
"875",2002-10-22,15,67.0833333333333,99.5
"876",2002-10-29,24,68.8055555555556,98.6111111111111
"877",2002-11-05,19,68.75,97.6111111111111
"878",2002-11-12,20,66.6388888888889,96.1666666666667
"879",2002-11-19,15,63.1111111111111,94.9444444444444
"880",2002-11-26,11,58.9166666666667,92.3611111111111
"881",2002-12-03,15,54.1944444444444,88.5277777777778
"882",2002-12-10,18,48.9722222222222,83.8611111111111
"883",2002-12-17,7,44.1944444444444,78.5
"884",2002-12-24,15,40.25,73.0277777777778
"885",2003-01-01,20,37,67.4444444444444
"886",2003-01-08,13,34.25,62.6944444444444
"887",2003-01-15,11,31.8333333333333,58.6944444444444
"888",2003-01-22,21,29.5833333333333,54.9166666666667
"889",2003-01-29,9,27.4722222222222,51.3333333333333
"890",2003-02-05,9,25.3333333333333,47.6666666666667
"891",2003-02-12,11,23.1944444444444,43.8611111111111
"892",2003-02-19,9,21,39.9722222222222
"893",2003-02-26,11,19.0833333333333,36.3888888888889
"894",2003-03-05,11,17.3611111111111,33.2222222222222
"895",2003-03-12,11,15.8055555555556,30.1944444444444
"896",2003-03-19,13,14.4166666666667,27.5277777777778
"897",2003-03-26,11,13.2222222222222,25.3055555555556
"898",2003-04-02,5,12.3055555555556,23.5833333333333
"899",2003-04-09,4,11.4444444444444,22.1111111111111
"900",2003-04-16,10,10.8333333333333,21.1111111111111
"901",2003-04-23,7,10.4722222222222,20.6944444444444
"902",2003-04-30,7,10.4444444444444,20.8333333333333
"903",2003-05-07,8,10.6388888888889,21.4166666666667
"904",2003-05-14,11,11,22.3888888888889
"905",2003-05-21,11,11.6944444444444,24.0833333333333
"906",2003-05-28,14,12.75,26.5
"907",2003-06-04,11,14,29.3611111111111
"908",2003-06-11,17,15.3888888888889,32.4166666666667
"909",2003-06-18,14,16.9722222222222,35.8611111111111
"910",2003-06-25,19,18.9722222222222,40.0833333333333
"911",2003-07-02,17,21.25,44.5555555555556
"912",2003-07-09,32,23.6944444444444,49
"913",2003-07-16,34,26.5277777777778,53.7777777777778
"914",2003-07-23,27,29.6111111111111,58.8611111111111
"915",2003-07-30,25,32.9722222222222,64
"916",2003-08-06,36,36.1388888888889,68.1944444444444
"917",2003-08-13,38,39.1111111111111,71.8888888888889
"918",2003-08-20,55,41.6944444444444,75.0555555555555
"919",2003-08-27,56,43.8611111111111,77.7222222222222
"920",2003-09-03,48,45.9722222222222,80.3611111111111
"921",2003-09-10,66,47.9722222222222,83.1666666666667
"922",2003-09-17,60,49.8611111111111,86.5277777777778
"923",2003-09-24,55,52.2222222222222,89.5277777777778
"924",2003-10-01,70,54.7222222222222,93
"925",2003-10-08,67,56.9722222222222,96.0833333333333
"926",2003-10-15,54,58.6666666666667,98.4444444444445
"927",2003-10-22,61,59.6666666666667,99.7222222222222
"928",2003-10-29,61,60.2777777777778,100.055555555556
"929",2003-11-05,46,59.1944444444444,100.333333333333
"930",2003-11-12,53,57.2777777777778,98.8055555555556
"931",2003-11-19,33,54.9166666666667,96.3333333333333
"932",2003-11-26,38,51.9444444444444,92.6388888888889
"933",2003-12-03,28,48.5555555555556,87.8333333333333
"934",2003-12-10,28,44.75,82.25
"935",2003-12-17,21,41.3888888888889,75.9722222222222
"936",2003-12-24,19,38.2777777777778,70.2777777777778
"937",2004-01-01,22,35.3333333333333,65.0277777777778
"938",2004-01-08,20,32.8333333333333,60.5
"939",2004-01-15,21,30.5833333333333,56.6111111111111
"940",2004-01-22,18,28.4722222222222,52.9444444444444
"941",2004-01-29,28,26.4444444444444,49.4722222222222
"942",2004-02-05,14,24.4166666666667,45.9166666666667
"943",2004-02-12,19,22.4166666666667,42.2777777777778
"944",2004-02-19,14,20.3888888888889,38.5833333333333
"945",2004-02-26,15,18.5833333333333,35.25
"946",2004-03-04,7,16.9444444444444,32.3055555555556
"947",2004-03-11,11,15.4722222222222,29.4722222222222
"948",2004-03-18,8,14.1111111111111,27
"949",2004-03-25,11,12.9166666666667,24.8888888888889
"950",2004-04-01,8,11.9722222222222,23.25
"951",2004-04-08,5,11.1388888888889,21.8055555555556
"952",2004-04-15,5,10.5833333333333,20.8055555555556
"953",2004-04-22,5,10.2777777777778,20.3888888888889
"954",2004-04-29,12,10.3055555555556,20.4722222222222
"955",2004-05-06,7,10.5555555555556,21.0555555555556
"956",2004-05-13,9,10.9722222222222,22.0277777777778
"957",2004-05-20,6,11.6944444444444,23.6944444444444
"958",2004-05-27,14,12.75,26.0277777777778
"959",2004-06-03,23,14.0277777777778,28.8333333333333
"960",2004-06-10,16,15.4444444444444,31.8888888888889
"961",2004-06-17,24,17.0555555555556,35.2777777777778
"962",2004-06-24,15,19.0555555555556,39.3888888888889
"963",2004-07-01,13,21.3333333333333,43.75
"964",2004-07-08,32,23.7777777777778,48.1388888888889
"965",2004-07-15,28,26.5555555555556,52.8333333333333
"966",2004-07-22,14,29.6111111111111,57.8055555555555
"967",2004-07-29,18,32.9444444444444,62.8611111111111
"968",2004-08-05,36,36.1666666666667,67.0833333333333
"969",2004-08-12,24,39.2222222222222,70.8611111111111
"970",2004-08-19,27,41.9166666666667,74.1666666666667
"971",2004-08-26,12,44.25,76.9722222222222
"972",2004-09-02,22,46.5,79.7222222222222
"973",2004-09-09,17,48.6111111111111,82.5833333333333
"974",2004-09-16,21,50.5277777777778,85.9166666666667
"975",2004-09-23,44,52.3055555555556,89.5277777777778
"976",2004-09-30,23,54.1666666666667,93.4722222222222
"977",2004-10-07,26,55.7222222222222,97
"978",2004-10-14,36,56.6388888888889,99.7777777777778
"979",2004-10-21,26,56.8888888888889,101.527777777778
"980",2004-10-28,28,56.75,102.305555555556
"981",2004-11-04,30,56.0277777777778,101.638888888889
"982",2004-11-11,16,54.4722222222222,99.25
"983",2004-11-18,27,52.4722222222222,95.9166666666666
"984",2004-11-25,14,50,91.4444444444444
"985",2004-12-02,15,47.1111111111111,85.8888888888889
"986",2004-12-09,21,43.8611111111111,79.6388888888889
"987",2004-12-16,23,40.5277777777778,73.4722222222222
"988",2004-12-23,15,37.5,67.9444444444444
"989",2005-01-01,11,34.6666666666667,62.9166666666667
"990",2005-01-08,23,32.2222222222222,58.6111111111111
"991",2005-01-15,20,30.0555555555556,54.9444444444444
"992",2005-01-22,8,28,51.5
"993",2005-01-29,13,26.0277777777778,48.1944444444444
"994",2005-02-05,10,24.0277777777778,44.75
"995",2005-02-12,11,22.0555555555556,41.1944444444444
"996",2005-02-19,12,20.0555555555556,37.5555555555556
"997",2005-02-26,13,18.25,34.25
"998",2005-03-05,5,16.6111111111111,31.3055555555556
"999",2005-03-12,6,15.1388888888889,28.4722222222222
"1000",2005-03-19,11,13.7777777777778,26
"1001",2005-03-26,4,12.6111111111111,23.9166666666667
"1002",2005-04-02,6,11.6944444444444,22.3055555555556
"1003",2005-04-09,8,10.8888888888889,20.9166666666667
"1004",2005-04-16,1,10.3333333333333,19.9722222222222
"1005",2005-04-23,1,10.0555555555556,19.6388888888889
"1006",2005-04-30,5,10.1388888888889,19.8333333333333
"1007",2005-05-07,2,10.4166666666667,20.4722222222222
"1008",2005-05-14,7,10.8611111111111,21.5277777777778
"1009",2005-05-21,5,11.6111111111111,23.2222222222222
"1010",2005-05-28,7,12.75,25.5833333333333
"1011",2005-06-04,11,14.0833333333333,28.3611111111111
"1012",2005-06-11,17,15.5277777777778,31.3611111111111
"1013",2005-06-18,26,17.1388888888889,34.7222222222222
"1014",2005-06-25,33,19.1111111111111,38.6944444444444
"1015",2005-07-02,35,21.3611111111111,42.9444444444444
"1016",2005-07-09,46,23.7222222222222,47.1944444444445
"1017",2005-07-16,66,26.3888888888889,51.7222222222222
"1018",2005-07-23,72,29.2222222222222,56.4444444444444
"1019",2005-07-30,107,32.3611111111111,61.2222222222222
"1020",2005-08-06,126,35.3888888888889,65.25
"1021",2005-08-13,116,38.1944444444444,68.7777777777778
"1022",2005-08-20,156,40.6944444444444,71.8611111111111
"1023",2005-08-27,147,42.8333333333333,74.4722222222222
"1024",2005-09-03,182,45,77.1111111111111
"1025",2005-09-10,209,47.0277777777778,79.8611111111111
"1026",2005-09-17,175,48.8888888888889,83.0555555555556
"1027",2005-09-24,125,50.6666666666667,86.5833333333333
"1028",2005-10-01,112,52.4444444444444,90.4166666666667
"1029",2005-10-08,81,53.9444444444444,93.8611111111111
"1030",2005-10-15,88,54.8611111111111,96.5555555555556
"1031",2005-10-22,85,55.0555555555556,98.2222222222222
"1032",2005-10-29,79,54.8333333333333,98.9444444444444
"1033",2005-11-05,78,54.0277777777778,98.25
"1034",2005-11-12,51,52.4722222222222,95.9166666666667
"1035",2005-11-19,37,50.4722222222222,92.6944444444444
"1036",2005-11-26,39,47.9444444444444,88.3611111111111
"1037",2005-12-03,26,45.1388888888889,83.0555555555556
"1038",2005-12-10,18,42.0555555555556,77.1388888888889
"1039",2005-12-17,24,38.9166666666667,71.2777777777778
"1040",2005-12-24,10,36.0833333333333,66
"1041",2006-01-01,19,33.5,61.1666666666667
"1042",2006-01-08,11,31.3055555555556,57.0555555555556
"1043",2006-01-15,21,29.2777777777778,53.5277777777778
"1044",2006-01-22,24,27.3333333333333,50.1388888888889
"1045",2006-01-29,9,25.4444444444444,46.8888888888889
"1046",2006-02-05,10,23.4722222222222,43.5
"1047",2006-02-12,10,21.4722222222222,40.0277777777778
"1048",2006-02-19,3,19.4444444444444,36.4444444444444
"1049",2006-02-26,8,17.6388888888889,33.1388888888889
"1050",2006-03-05,7,15.9722222222222,30.2222222222222
"1051",2006-03-12,1,14.4722222222222,27.4722222222222
"1052",2006-03-19,4,13.1388888888889,25.0833333333333
"1053",2006-03-26,7,12,23.0833333333333
"1054",2006-04-02,4,11.1111111111111,21.5555555555556
"1055",2006-04-09,2,10.3611111111111,20.2777777777778
"1056",2006-04-16,3,9.86111111111111,19.4166666666667
"1057",2006-04-23,5,9.66666666666667,19.0833333333333
"1058",2006-04-30,4,9.80555555555555,19.2777777777778
"1059",2006-05-07,8,10.1666666666667,19.8888888888889
"1060",2006-05-14,5,10.7222222222222,20.9444444444444
"1061",2006-05-21,5,11.5833333333333,22.6666666666667
"1062",2006-05-28,11,12.8333333333333,25.0555555555556
"1063",2006-06-04,5,14.2777777777778,27.9444444444444
"1064",2006-06-11,6,15.8611111111111,31.1388888888889
"1065",2006-06-18,8,17.6111111111111,34.75
"1066",2006-06-25,7,19.7777777777778,39.0555555555556
"1067",2006-07-02,8,22.25,43.7777777777778
"1068",2006-07-09,9,24.8888888888889,48.6111111111111
"1069",2006-07-16,13,27.8888888888889,53.8333333333333
"1070",2006-07-23,20,31.1111111111111,59.3055555555556
"1071",2006-07-30,17,34.6666666666667,64.9722222222222
"1072",2006-08-06,23,38.0833333333333,69.9722222222222
"1073",2006-08-13,14,41.25,74.3611111111111
"1074",2006-08-20,28,44.0555555555556,78.2222222222222
"1075",2006-08-27,26,46.3611111111111,81.3333333333333
"1076",2006-09-03,27,48.5555555555556,84.1388888888889
"1077",2006-09-10,34,50.4722222222222,86.6388888888889
"1078",2006-09-17,24,52.0555555555555,89.1111111111111
"1079",2006-09-24,44,53.4444444444444,91.6388888888889
"1080",2006-10-01,25,54.8055555555555,94.3055555555555
"1081",2006-10-08,22,55.8888888888889,96.5833333333333
"1082",2006-10-15,16,56.3611111111111,98.2222222222222
"1083",2006-10-22,14,56.1666666666667,98.9722222222222
"1084",2006-10-29,23,55.6111111111111,98.9444444444445
"1085",2006-11-05,24,54.5,97.6388888888889
"1086",2006-11-12,21,52.6388888888889,94.7777777777778
"1087",2006-11-19,20,50.3611111111111,91.0833333333333
"1088",2006-11-26,26,47.6388888888889,86.4166666666667
"1089",2006-12-03,9,44.6388888888889,80.8611111111111
"1090",2006-12-10,18,41.4444444444444,74.8333333333333
"1091",2006-12-17,12,38.25,69
"1092",2006-12-24,12,35.3611111111111,63.8055555555556
"1093",2007-01-01,17,32.75,59.1666666666667
"1094",2007-01-08,12,30.5555555555556,55.1666666666667
"1095",2007-01-15,21,28.5555555555556,51.75
"1096",2007-01-22,12,26.5833333333333,48.4722222222222
"1097",2007-01-29,12,24.6944444444444,45.2777777777778
"1098",2007-02-05,22,22.75,41.9722222222222
"1099",2007-02-12,17,20.8055555555556,38.5277777777778
"1100",2007-02-19,18,18.8055555555556,35.0555555555556
"1101",2007-02-26,18,17.0555555555556,31.9166666666667
"1102",2007-03-05,18,15.5,29.1388888888889
"1103",2007-03-12,12,14.0833333333333,26.5277777777778
"1104",2007-03-19,21,12.8333333333333,24.2777777777778
"1105",2007-03-26,12,11.7222222222222,22.4166666666667
"1106",2007-04-02,6,10.8611111111111,20.9722222222222
"1107",2007-04-09,13,10.1111111111111,19.7222222222222
"1108",2007-04-16,7,9.58333333333333,18.8888888888889
"1109",2007-04-23,2,9.36111111111111,18.6111111111111
"1110",2007-04-30,11,9.47222222222222,18.8333333333333
"1111",2007-05-07,9,9.83333333333333,19.4722222222222
"1112",2007-05-14,14,10.3888888888889,20.5277777777778
"1113",2007-05-21,13,11.2222222222222,22.2222222222222
"1114",2007-05-28,22,12.4166666666667,24.5555555555556
"1115",2007-06-04,26,13.7777777777778,27.3333333333333
"1116",2007-06-11,33,15.2777777777778,30.3888888888889
"1117",2007-06-18,44,16.9722222222222,33.8611111111111
"1118",2007-06-25,35,19.0555555555556,38.0277777777778
"1119",2007-07-02,53,21.4722222222222,42.5833333333333
"1120",2007-07-09,74,24.0555555555556,47.2777777777778
"1121",2007-07-16,78,27.0277777777778,52.3611111111111
"1122",2007-07-23,73,30.2222222222222,57.6944444444444
"1123",2007-07-30,81,33.6666666666667,63.1666666666667
"1124",2007-08-06,164,37,68
"1125",2007-08-13,144,40.0555555555556,72.3055555555555
"1126",2007-08-20,166,42.8333333333333,76.0833333333333
"1127",2007-08-27,198,45.1111111111111,79.1111111111111
"1128",2007-09-03,152,47.2222222222222,81.8333333333333
"1129",2007-09-10,228,49.0833333333333,84.2777777777778
"1130",2007-09-17,257,50.5555555555556,86.6388888888889
"1131",2007-09-24,266,51.8611111111111,88.9722222222222
"1132",2007-10-01,383,53.0277777777778,91.4166666666667
"1133",2007-10-08,315,53.8888888888889,93.5
"1134",2007-10-15,224,54.2222222222222,94.9722222222222
"1135",2007-10-22,142,53.9722222222222,95.6111111111111
"1136",2007-10-29,88,53.4166666666667,95.5555555555556
"1137",2007-11-05,102,52.3055555555556,94.3333333333333
"1138",2007-11-12,51,50.5277777777778,91.6111111111111
"1139",2007-11-19,62,48.3888888888889,88.0833333333333
"1140",2007-11-26,52,45.8055555555556,83.6111111111111
"1141",2007-12-03,31,42.8888888888889,78.25
"1142",2007-12-10,26,39.8333333333333,72.4444444444444
"1143",2007-12-17,27,36.8333333333333,66.7777777777778
"1144",2007-12-24,28,34.1111111111111,61.75
"1145",2008-01-01,26,31.6666666666667,57.2777777777778
"1146",2008-01-08,26,29.6111111111111,53.4722222222222
"1147",2008-01-15,24,27.7777777777778,50.2777777777778
"1148",2008-01-22,16,25.9444444444444,47.1944444444444
"1149",2008-01-29,12,24.1388888888889,44.25
"1150",2008-02-05,5,22.3055555555556,41.1944444444444
"1151",2008-02-12,7,20.4444444444444,38.0277777777778
"1152",2008-02-19,9,18.5555555555556,34.7777777777778
"1153",2008-02-26,8,16.8888888888889,31.7777777777778
"1154",2008-03-04,3,15.3888888888889,29.1111111111111
"1155",2008-03-11,6,14.0277777777778,26.5555555555556
"1156",2008-03-18,6,12.8055555555556,24.3055555555556
"1157",2008-03-25,5,11.7222222222222,22.3611111111111
"1158",2008-04-01,4,10.8611111111111,20.8333333333333
"1159",2008-04-08,2,10.1111111111111,19.5555555555556
"1160",2008-04-15,4,9.58333333333333,18.6944444444444
"1161",2008-04-22,5,9.36111111111111,18.3888888888889
"1162",2008-04-29,3,9.5,18.6388888888889
"1163",2008-05-06,3,9.91666666666667,19.3611111111111
"1164",2008-05-13,2,10.5555555555556,20.5277777777778
"1165",2008-05-20,3,11.5,22.3055555555556
"1166",2008-05-27,2,12.8333333333333,24.75
"1167",2008-06-03,3,14.3888888888889,27.6944444444444
"1168",2008-06-10,5,16.0833333333333,30.9444444444444
"1169",2008-06-17,5,17.9444444444444,34.6111111111111
"1170",2008-06-24,3,20.1666666666667,38.9722222222222
"1171",2008-07-01,7,22.75,43.9444444444444
"1172",2008-07-08,4,25.5277777777778,49.1388888888889
"1173",2008-07-15,5,28.6666666666667,54.8055555555556
"1174",2008-07-22,8,32.0555555555556,60.8611111111111
"1175",2008-07-29,6,35.75,67.1388888888889
"1176",2008-08-05,17,39.4166666666667,73
"1177",2008-08-12,13,42.8055555555556,78.2222222222222
"1178",2008-08-19,11,45.9166666666667,83.0555555555556
"1179",2008-08-26,12,48.6111111111111,87.3888888888889
"1180",2008-09-02,14,51.1666666666667,91.4166666666667
"1181",2008-09-09,15,53.4444444444444,95.1388888888889
"1182",2008-09-16,17,55.2222222222222,98.3333333333333
"1183",2008-09-23,14,56.6666666666667,101.083333333333
"1184",2008-09-30,24,57.8333333333333,103.333333333333
"1185",2008-10-07,34,58.3888888888889,104.222222222222
"1186",2008-10-14,60,58.1666666666667,103.861111111111
"1187",2008-10-21,36,57.2222222222222,102.305555555556
"1188",2008-10-28,46,55.8888888888889,100.083333333333
"1189",2008-11-04,46,54.0833333333333,96.9166666666667
"1190",2008-11-11,48,51.6111111111111,92.5555555555556
"1191",2008-11-18,42,48.9722222222222,88.0277777777778
"1192",2008-11-25,48,46.0277777777778,82.9722222222222
"1193",2008-12-02,33,42.8611111111111,77.3333333333333
"1194",2008-12-09,31,39.6944444444444,71.4444444444444
