"","weekdate","conf_cases","median","threshold"
"1195",2008-12-16,30,36.5833333333333,65.8055555555556
"1196",2008-12-23,46,33.8333333333333,60.8333333333333
"1197",2009-01-01,34,31.3333333333333,56.3611111111111
"1198",2009-01-08,24,29.25,52.5833333333333
"1199",2009-01-15,39,27.3888888888889,49.3611111111111
"1200",2009-01-22,33,25.5,46.2222222222222
"1201",2009-01-29,40,23.6666666666667,43.1944444444444
"1202",2009-02-05,48,21.8333333333333,40.1111111111111
"1203",2009-02-12,50,20.0277777777778,36.9444444444444
"1204",2009-02-19,39,18.1944444444444,33.6944444444444
"1205",2009-02-26,30,16.5555555555556,30.7222222222222
"1206",2009-03-05,31,15.0555555555556,28.0833333333333
"1207",2009-03-12,24,13.7222222222222,25.5555555555556
"1208",2009-03-19,32,12.5,23.3333333333333
"1209",2009-03-26,25,11.3888888888889,21.4166666666667
"1210",2009-04-02,12,10.5,19.9166666666667
"1211",2009-04-09,28,9.75,18.6666666666667
"1212",2009-04-16,12,9.27777777777778,17.8333333333333
"1213",2009-04-23,23,9.05555555555556,17.5555555555556
"1214",2009-04-30,16,9.16666666666667,17.7777777777778
"1215",2009-05-07,11,9.52777777777778,18.4722222222222
"1216",2009-05-14,13,10.0833333333333,19.6111111111111
"1217",2009-05-21,9,10.9166666666667,21.3611111111111
"1218",2009-05-28,14,12.0833333333333,23.7777777777778
"1219",2009-06-04,18,13.4722222222222,26.6666666666667
"1220",2009-06-11,16,15,29.8888888888889
"1221",2009-06-18,25,16.7222222222222,33.5
"1222",2009-06-25,27,18.8055555555556,37.75
"1223",2009-07-02,31,21.3055555555556,42.5555555555556
"1224",2009-07-09,24,24,47.5555555555556
"1225",2009-07-16,31,27.0555555555556,53.0277777777778
"1226",2009-07-23,29,30.3888888888889,58.8333333333333
"1227",2009-07-30,37,34,64.8611111111111
"1228",2009-08-06,57,37.6111111111111,70.5277777777778
"1229",2009-08-13,82,40.8888888888889,75.6111111111111
"1230",2009-08-20,54,43.9166666666667,80.2777777777778
"1231",2009-08-27,59,46.5833333333333,84.4722222222222
"1232",2009-09-03,71,49.1111111111111,88.4166666666667
"1233",2009-09-10,69,51.4444444444444,92.1388888888889
"1234",2009-09-17,58,53.3055555555556,95.3611111111111
"1235",2009-09-24,57,54.9166666666667,98.1666666666667
"1236",2009-10-01,79,56.3055555555556,100.611111111111
"1237",2009-10-08,72,57.1388888888889,101.75
"1238",2009-10-15,77,57.2222222222222,101.666666666667
"1239",2009-10-22,75,56.5277777777778,100.305555555556
"1240",2009-10-29,81,55.4444444444444,98.25
"1241",2009-11-05,75,53.8055555555556,95.25
"1242",2009-11-12,102,51.4444444444444,90.9722222222222
"1243",2009-11-19,97,48.8055555555556,86.5
"1244",2009-11-26,116,45.8888888888889,81.5277777777778
"1245",2009-12-03,92,42.7222222222222,76.0277777777778
"1246",2009-12-10,80,39.5277777777778,70.3333333333333
"1247",2009-12-17,71,36.4444444444444,64.8888888888889
"1248",2009-12-24,102,33.75,60.1666666666667
"1249",2010-01-01,99,31.3611111111111,55.9444444444444
"1250",2010-01-08,82,29.3333333333333,52.3888888888889
"1251",2010-01-15,70,27.6111111111111,49.4166666666667
"1252",2010-01-22,95,25.8611111111111,46.5
"1253",2010-01-29,99,24.1666666666667,43.6666666666667
"1254",2010-02-05,75,22.4166666666667,40.6944444444444
"1255",2010-02-12,112,20.6388888888889,37.6111111111111
"1256",2010-02-19,120,18.8055555555556,34.4166666666667
"1257",2010-02-26,93,17.0833333333333,31.4166666666667
"1258",2010-03-05,95,15.5277777777778,28.7222222222222
"1259",2010-03-12,78,14.0833333333333,26.1388888888889
"1260",2010-03-19,125,12.7777777777778,23.8888888888889
"1261",2010-03-26,82,11.6111111111111,21.9444444444444
"1262",2010-04-02,103,10.6944444444444,20.3888888888889
"1263",2010-04-09,70,9.94444444444444,19.1111111111111
"1264",2010-04-16,75,9.41666666666666,18.2222222222222
"1265",2010-04-23,84,9.19444444444444,17.8888888888889
"1266",2010-04-30,83,9.30555555555555,18.0555555555556
"1267",2010-05-07,90,9.66666666666667,18.6666666666667
"1268",2010-05-14,104,10.2222222222222,19.75
"1269",2010-05-21,126,11.0833333333333,21.4444444444444
"1270",2010-05-28,137,12.3333333333333,23.8333333333333
"1271",2010-06-04,187,13.75,26.6944444444444
"1272",2010-06-11,289,15.3333333333333,29.8611111111111
"1273",2010-06-18,267,17.1111111111111,33.4444444444444
"1274",2010-06-25,273,19.25,37.6388888888889
"1275",2010-07-02,360,21.75,42.3888888888889
"1276",2010-07-09,430,24.4444444444444,47.3611111111111
"1277",2010-07-16,502,27.5555555555556,52.7777777777778
"1278",2010-07-23,432,30.8888888888889,58.5833333333333
"1279",2010-07-30,516,34.5277777777778,64.6388888888889
"1280",2010-08-06,516,38.1666666666667,70.3888888888889
"1281",2010-08-13,544,41.5,75.5277777777778
"1282",2010-08-20,473,44.5,80.1944444444444
"1283",2010-08-27,416,47.1111111111111,84.4444444444444
"1284",2010-09-03,435,49.6388888888889,88.4166666666667
"1285",2010-09-10,421,51.9444444444444,92.1111111111111
"1286",2010-09-17,362,53.8055555555555,95.2777777777778
"1287",2010-09-24,317,55.4444444444444,98.0833333333333
"1288",2010-10-01,242,56.9444444444444,100.555555555556
"1289",2010-10-08,223,57.8888888888889,101.75
"1290",2010-10-15,200,58.0833333333333,101.777777777778
"1291",2010-10-22,186,57.5277777777778,100.638888888889
"1292",2010-10-29,171,56.5555555555556,98.8611111111111
"1293",2010-11-05,124,55,96.1388888888889
"1294",2010-11-12,80,52.6944444444444,92.1666666666667
"1295",2010-11-19,69,50.1388888888889,88
"1296",2010-11-26,53,47.25,83.3333333333333
"1297",2010-12-03,55,44.0833333333333,78.0277777777778
"1298",2010-12-10,41,40.8888888888889,72.4444444444444
"1299",2010-12-17,45,37.8333333333333,67.1388888888889
"1300",2010-12-24,30,35.1944444444444,62.6111111111111
"1301",2011-01-01,20,32.8055555555556,58.4722222222222
"1302",2011-01-08,23,30.8055555555556,54.9722222222222
"1303",2011-01-15,39,29.1111111111111,52.1944444444444
"1304",2011-01-22,11,27.4166666666667,49.5833333333333
"1305",2011-01-29,11,25.7222222222222,47.0277777777778
"1306",2011-02-05,18,23.9444444444444,44.25
"1307",2011-02-12,19,22.1944444444444,41.5277777777778
"1308",2011-02-19,19,20.4166666666667,38.6111111111111
"1309",2011-02-26,9,18.75,35.75
"1310",2011-03-05,12,17.1944444444444,33.1111111111111
"1311",2011-03-12,5,15.7777777777778,30.5555555555556
"1312",2011-03-19,6,14.5,28.3333333333333
"1313",2011-03-26,6,13.3333333333333,26.2222222222222
"1314",2011-04-02,7,12.3611111111111,24.5833333333333
"1315",2011-04-09,6,11.5555555555556,23.25
"1316",2011-04-16,5,11.0277777777778,22.3611111111111
"1317",2011-04-23,5,10.8333333333333,22.1111111111111
"1318",2011-04-30,2,11,22.5
"1319",2011-05-07,4,11.4722222222222,23.7222222222222
"1320",2011-05-14,4,12.25,25.6388888888889
"1321",2011-05-21,8,13.3888888888889,28.4166666666667
"1322",2011-05-28,3,14.9722222222222,32.1666666666667
"1323",2011-06-04,7,16.8055555555556,36.6944444444444
"1324",2011-06-11,9,18.8611111111111,41.8611111111111
"1325",2011-06-18,10,21.1111111111111,47.3333333333333
"1326",2011-06-25,27,23.7222222222222,53.5277777777778
"1327",2011-07-02,21,26.75,60.3611111111111
"1328",2011-07-09,35,29.9722222222222,67.3611111111111
"1329",2011-07-16,38,33.5277777777778,74.5
"1330",2011-07-23,31,37.25,81.3888888888889
"1331",2011-07-30,48,41.25,88.3333333333333
"1332",2011-08-06,41,45.1944444444444,94.4722222222222
"1333",2011-08-13,59,48.6666666666667,99.4166666666667
"1334",2011-08-20,69,51.6388888888889,103.222222222222
"1335",2011-08-27,64,54.1111111111111,106.111111111111
"1336",2011-09-03,69,56.3888888888889,108.555555555556
"1337",2011-09-10,85,58.3055555555556,110.305555555556
"1338",2011-09-17,68,59.6111111111111,111.25
"1339",2011-09-24,70,60.6666666666667,111.777777777778
"1340",2011-10-01,56,61.5833333333333,112.027777777778
"1341",2011-10-08,68,61.9444444444444,111.194444444444
"1342",2011-10-15,71,61.5277777777778,109.305555555556
"1343",2011-10-22,55,60.3888888888889,106.472222222222
"1344",2011-10-29,63,58.9166666666667,103.25
"1345",2011-11-05,40,56.8611111111111,99.1944444444444
"1346",2011-11-12,33,54.1111111111111,94.1666666666667
"1347",2011-11-19,32,51.1666666666667,89.1111111111111
"1348",2011-11-26,26,48,83.75
"1349",2011-12-03,30,44.6388888888889,77.9722222222222
"1350",2011-12-10,26,41.3055555555556,72.0833333333333
"1351",2011-12-17,18,38.1666666666667,66.6388888888889
"1352",2011-12-24,22,35.4166666666667,61.9722222222222
"1353",2012-01-01,30,32.9444444444444,57.7777777777778
"1354",2012-01-08,25,30.8611111111111,54.25
"1355",2012-01-15,22,29.0833333333333,51.3888888888889
"1356",2012-01-22,16,27.25,48.6666666666667
"1357",2012-01-29,19,25.4722222222222,46.0833333333333
"1358",2012-02-05,12,23.6666666666667,43.3611111111111
"1359",2012-02-12,12,21.8888888888889,40.6388888888889
"1360",2012-02-19,11,20.0555555555556,37.75
"1361",2012-02-26,20,18.3333333333333,34.9722222222222
"1362",2012-03-04,21,16.8055555555556,32.4444444444444
"1363",2012-03-11,19,15.3888888888889,29.9166666666667
"1364",2012-03-18,14,14.1111111111111,27.7222222222222
"1365",2012-03-25,11,12.9166666666667,25.6944444444444
"1366",2012-04-01,11,11.9722222222222,24.1111111111111
"1367",2012-04-08,12,11.1944444444444,22.8055555555556
"1368",2012-04-15,13,10.6388888888889,21.9722222222222
"1369",2012-04-22,18,10.3888888888889,21.8055555555556
"1370",2012-04-29,9,10.5,22.2222222222222
"1371",2012-05-06,24,10.9444444444444,23.4166666666667
"1372",2012-05-13,28,11.6666666666667,25.2777777777778
"1373",2012-05-20,40,12.75,27.9722222222222
"1374",2012-05-27,50,14.3055555555556,31.5833333333333
"1375",2012-06-03,46,16.1666666666667,36
"1376",2012-06-10,80,18.3055555555556,41.0833333333333
"1377",2012-06-17,80,20.6666666666667,46.5
"1378",2012-06-24,63,23.4166666666667,52.6666666666667
"1379",2012-07-01,74,26.5833333333333,59.4722222222222
"1380",2012-07-08,93,29.9722222222222,66.4722222222222
"1381",2012-07-15,81,33.6944444444444,73.5555555555556
"1382",2012-07-22,89,37.5,80.4166666666667
"1383",2012-07-29,98,41.5833333333333,87.3333333333333
"1384",2012-08-05,131,45.5555555555556,93.4722222222222
"1385",2012-08-12,140,49.0833333333333,98.4722222222222
"1386",2012-08-19,128,52.1111111111111,102.333333333333
"1387",2012-08-26,138,54.5833333333333,105.277777777778
"1388",2012-09-02,165,56.8888888888889,107.722222222222
"1389",2012-09-09,179,58.8055555555556,109.472222222222
"1390",2012-09-16,197,60.1388888888889,110.361111111111
"1391",2012-09-23,207,61.1666666666667,110.805555555556
"1392",2012-09-30,259,61.9722222222222,110.944444444444
"1393",2012-10-07,286,62.25,110.027777777778
"1394",2012-10-14,271,61.75,108.055555555556
"1395",2012-10-21,224,60.4722222222222,105.111111111111
"1396",2012-10-28,296,58.8333333333333,101.777777777778
"1397",2012-11-04,309,56.6388888888889,97.6111111111111
"1398",2012-11-11,349,53.8055555555556,92.5277777777778
"1399",2012-11-18,360,50.7777777777778,87.4444444444444
"1400",2012-11-25,378,47.5277777777778,82.1111111111111
"1401",2012-12-02,389,44.1666666666667,76.4166666666667
"1402",2012-12-09,338,40.8611111111111,70.6666666666667
"1403",2012-12-16,284,37.75,65.3611111111111
"1404",2012-12-23,298,35.0555555555556,60.8333333333333
"1405",2013-01-01,312,32.6111111111111,56.75
"1406",2013-01-08,333,30.5555555555556,53.3055555555556
"1407",2013-01-15,265,28.75,50.5
"1408",2013-01-22,263,26.9166666666667,47.8333333333333
"1409",2013-01-29,232,25.1388888888889,45.3055555555556
"1410",2013-02-05,216,23.3055555555556,42.6111111111111
"1411",2013-02-12,159,21.5555555555556,39.9444444444444
"1412",2013-02-19,147,19.75,37.1388888888889
"1413",2013-02-26,139,18.1111111111111,34.4444444444444
"1414",2013-03-05,130,16.6388888888889,31.9722222222222
"1415",2013-03-12,103,15.2777777777778,29.5277777777778
"1416",2013-03-19,109,14.0833333333333,27.4166666666667
"1417",2013-03-26,89,12.9444444444444,25.4166666666667
"1418",2013-04-02,76,12.0555555555556,23.8333333333333
"1419",2013-04-09,90,11.3055555555556,22.5555555555556
"1420",2013-04-16,75,10.8055555555556,21.7777777777778
"1421",2013-04-23,61,10.6388888888889,21.6666666666667
"1422",2013-04-30,74,10.8055555555556,22.1666666666667
"1423",2013-05-07,86,11.3611111111111,23.5833333333333
"1424",2013-05-14,88,12.2222222222222,25.75
"1425",2013-05-21,95,13.4722222222222,28.75
"1426",2013-05-28,138,15.1944444444444,32.6388888888889
"1427",2013-06-04,213,17.2222222222222,37.3333333333333
"1428",2013-06-11,195,19.5277777777778,42.6944444444444
"1429",2013-06-18,328,21.9722222222222,48.25
"1430",2013-06-25,278,24.7777777777778,54.4444444444444
"1431",2013-07-02,305,28,61.3055555555556
"1432",2013-07-09,312,31.4166666666667,68.4166666666667
"1433",2013-07-16,354,35.1388888888889,75.6111111111111
"1434",2013-07-23,393,38.9722222222222,82.5833333333333
"1435",2013-07-30,404,43.1388888888889,89.7222222222222
"1436",2013-08-06,435,47.25,96.1666666666667
"1437",2013-08-13,451,50.9166666666667,101.5
"1438",2013-08-20,395,54.1111111111111,105.75
"1439",2013-08-27,345,56.8055555555556,109.222222222222
"1440",2013-09-03,290,59.3611111111111,112.388888888889
"1441",2013-09-10,295,61.5555555555556,114.916666666667
"1442",2013-09-17,273,63.1111111111111,116.638888888889
"1443",2013-09-24,266,64.3888888888889,118
"1444",2013-10-01,254,65.4722222222222,119.111111111111
"1445",2013-10-08,220,66,119.194444444444
"1446",2013-10-15,179,65.7222222222222,118.138888888889
"1447",2013-10-22,140,64.6388888888889,116.166666666667
"1448",2013-10-29,138,63.2777777777778,113.972222222222
"1449",2013-11-05,106,61.3055555555556,110.888888888889
"1450",2013-11-12,135,58.6111111111111,106.722222222222
"1451",2013-11-19,81,55.6666666666667,102.305555555556
"1452",2013-11-26,67,52.4444444444444,97.4444444444444
"1453",2013-12-03,67,49.0555555555556,91.9722222222222
"1454",2013-12-10,57,45.5833333333333,86
"1455",2013-12-17,43,42.25,80.25
"1456",2013-12-24,45,39.3333333333333,75.1944444444444
"1457",2014-01-01,46,36.6666666666667,70.5
"1458",2014-01-08,51,34.3611111111111,66.3055555555556
"1459",2014-01-15,39,32.2777777777778,62.5833333333333
"1460",2014-01-22,37,30.1666666666667,59
"1461",2014-01-29,32,28.1388888888889,55.5
"1462",2014-02-05,19,26.0555555555556,51.75
"1463",2014-02-12,25,24.0277777777778,48.0277777777778
"1464",2014-02-19,19,22,44.25
"1465",2014-02-26,21,20.1666666666667,40.6944444444444
"1466",2014-03-05,18,18.5277777777778,37.4722222222222
"1467",2014-03-12,15,17,34.3611111111111
"1468",2014-03-19,10,15.6388888888889,31.6944444444444
"1469",2014-03-26,10,14.3888888888889,29.25
"1470",2014-04-02,14,13.3611111111111,27.3611111111111
"1471",2014-04-09,5,12.5,25.9166666666667
"1472",2014-04-16,8,11.9166666666667,25.0277777777778
"1473",2014-04-23,4,11.6944444444444,24.9722222222222
"1474",2014-04-30,2,11.8888888888889,25.7777777777778
"1475",2014-05-07,6,12.5,27.6388888888889
"1476",2014-05-14,10,13.5277777777778,30.5
"1477",2014-05-21,9,15,34.3888888888889
"1478",2014-05-28,5,17.0277777777778,39.4166666666667
"1479",2014-06-04,10,19.4444444444444,45.3611111111111
"1480",2014-06-11,7,22.1111111111111,51.9166666666667
"1481",2014-06-18,22,24.9722222222222,58.8055555555556
"1482",2014-06-25,6,28.1388888888889,66.1111111111111
"1483",2014-07-02,10,31.75,74.0277777777778
"1484",2014-07-09,14,35.5555555555556,82.1111111111111
"1485",2014-07-16,17,39.6111111111111,90.1388888888889
"1486",2014-07-23,25,43.8055555555556,97.7777777777778
"1487",2014-07-30,19,48.25,105.166666666667
"1488",2014-08-06,18,52.6111111111111,111.666666666667
"1489",2014-08-13,12,56.3888888888889,116.666666666667
"1490",2014-08-20,15,59.5277777777778,120.138888888889
"1491",2014-08-27,16,62.1111111111111,122.583333333333
"1492",2014-09-03,24,64.4444444444444,124.555555555556
"1493",2014-09-10,16,66.3611111111111,125.888888888889
"1494",2014-09-17,14,67.5555555555555,126.333333333333
"1495",2014-09-24,12,68.4722222222222,126.416666666667
"1496",2014-10-01,13,69.1944444444444,126.305555555556
"1497",2014-10-08,15,69.3333333333333,125.194444444444
"1498",2014-10-15,10,68.6388888888889,122.972222222222
"1499",2014-10-22,3,67.1388888888889,119.861111111111
"1500",2014-10-29,1,65.4166666666667,116.638888888889
"1501",2014-11-05,2,63.0833333333333,112.666666666667
"1502",2014-11-12,2,60.0833333333333,107.777777777778
"1503",2014-11-19,2,56.8333333333333,102.722222222222
"1504",2014-11-26,1,53.3888888888889,97.3888888888889
"1505",2014-12-03,4,49.8333333333333,91.6111111111111
"1506",2014-12-10,2,46.1944444444444,85.4722222222222
"1507",2014-12-17,1,42.75,79.6666666666667
"1508",2014-12-24,2,39.75,74.6111111111111
"1509",2015-01-01,1,37.0555555555556,70
"1510",2015-01-08,2,34.6944444444444,65.8611111111111
"1511",2015-01-15,0,32.5277777777778,62.1388888888889
"1512",2015-01-22,5,30.3888888888889,58.5
"1513",2015-01-29,1,28.3333333333333,54.8888888888889
"1514",2015-02-05,0,26.2222222222222,51.0555555555556
"1515",2015-02-12,2,24.1666666666667,47.2777777777778
"1516",2015-02-19,3,22.1111111111111,43.5
"1517",2015-02-26,5,20.2777777777778,40
"1518",2015-03-05,1,18.5833333333333,36.8611111111111
"1519",2015-03-12,3,17,33.8888888888889
"1520",2015-03-19,3,15.5555555555556,31.3333333333333
"1521",2015-03-26,3,14.2222222222222,28.9722222222222
"1522",2015-04-02,2,13.1666666666667,27.1111111111111
"1523",2015-04-09,0,12.2777777777778,25.6388888888889
"1524",2015-04-16,1,11.6944444444444,24.7222222222222
"1525",2015-04-23,0,11.4722222222222,24.5833333333333
"1526",2015-04-30,0,11.6944444444444,25.2777777777778
"1527",2015-05-07,0,12.3055555555556,27
"1528",2015-05-14,0,13.3055555555556,29.75
"1529",2015-05-21,1,14.7222222222222,33.5277777777778
"1530",2015-05-28,1,16.6666666666667,38.4166666666667
"1531",2015-06-04,0,18.9722222222222,44.2222222222222
"1532",2015-06-11,1,21.5555555555556,50.6388888888889
"1533",2015-06-18,0,24.3888888888889,57.3888888888889
"1534",2015-06-25,0,27.5,64.5
"1535",2015-07-02,0,31.0555555555556,72.2222222222222
"1536",2015-07-09,1,34.7777777777778,80.0833333333333
"1537",2015-07-16,1,38.75,87.8888888888889
"1538",2015-07-23,3,42.7777777777778,95.3055555555555
"1539",2015-07-30,0,46.9722222222222,102.472222222222
"1540",2015-08-06,2,51.0555555555556,108.777777777778
"1541",2015-08-13,1,54.5555555555556,113.583333333333
"1542",2015-08-20,0,57.4722222222222,116.916666666667
"1543",2015-08-27,1,59.8333333333333,119.222222222222
"1544",2015-09-03,0,61.9722222222222,121.055555555556
"1545",2015-09-10,0,63.6944444444444,122.277777777778
"1546",2015-09-17,0,64.7222222222222,122.638888888889
"1547",2015-09-24,1,65.3888888888889,122.694444444444
"1548",2015-10-01,2,65.8055555555556,122.583333333333
"1549",2015-10-08,1,65.6111111111111,121.527777777778
"1550",2015-10-15,0,64.5555555555556,119.416666666667
"1551",2015-10-22,1,62.7222222222222,116.416666666667
"1552",2015-10-29,2,60.6944444444444,113.333333333333
"1553",2015-11-05,3,58.2777777777778,109.5
"1554",2015-11-12,4,55.3055555555556,104.75
"1555",2015-11-19,1,52.2222222222222,99.8333333333333
"1556",2015-11-26,6,49.0555555555556,94.6388888888889
"1557",2015-12-03,4,45.8611111111111,89.0277777777778
"1558",2015-12-10,5,42.6111111111111,83.0555555555556
"1559",2015-12-17,0,39.5,77.3888888888889
"1560",2015-12-24,3,36.8055555555556,72.4722222222222
"1561",2016-01-01,2,34.3333333333333,68
"1562",2016-01-08,1,32.1944444444444,64
"1563",2016-01-15,6,30.25,60.4166666666667
"1564",2016-01-22,11,28.3611111111111,56.9166666666667
"1565",2016-01-29,14,26.5,53.4722222222222
"1566",2016-02-05,19,24.5833333333333,49.7777777777778
"1567",2016-02-12,36,22.75,46.1111111111111
"1568",2016-02-19,24,20.8888888888889,42.4166666666667
"1569",2016-02-26,11,19.1944444444444,38.9722222222222
"1570",2016-03-04,9,17.5833333333333,35.8611111111111
"1571",2016-03-11,8,16.0833333333333,32.8888888888889
"1572",2016-03-18,6,14.6944444444444,30.3333333333333
"1573",2016-03-25,4,13.3888888888889,27.9722222222222
"1574",2016-04-01,7,12.3055555555556,26.1111111111111
"1575",2016-04-08,17,11.3888888888889,24.6666666666667
"1576",2016-04-15,14,10.8055555555556,23.7777777777778
"1577",2016-04-22,11,10.5833333333333,23.6666666666667
"1578",2016-04-29,17,10.7777777777778,24.3611111111111
"1579",2016-05-06,8,11.3611111111111,26.0555555555556
"1580",2016-05-13,13,12.3055555555556,28.7222222222222
"1581",2016-05-20,10,13.6388888888889,32.3333333333333
"1582",2016-05-27,23,15.3611111111111,37
"1583",2016-06-03,16,17.3888888888889,42.5277777777778
"1584",2016-06-10,31,19.6944444444444,48.6666666666667
"1585",2016-06-17,25,22.2222222222222,55.1388888888889
"1586",2016-06-24,22,25.0277777777778,62
"1587",2016-07-01,12,28.25,69.4722222222222
"1588",2016-07-08,12,31.7222222222222,77.0833333333333
"1589",2016-07-15,9,35.4166666666667,84.6388888888889
"1590",2016-07-22,7,39.1388888888889,91.8055555555555
"1591",2016-07-29,27,42.9166666666667,98.7222222222222
"1592",2016-08-05,29,46.5833333333333,104.833333333333
"1593",2016-08-12,17,49.6388888888889,109.5
"1594",2016-08-19,19,52.1388888888889,112.805555555556
"1595",2016-08-26,22,54.1944444444444,115.194444444444
"1596",2016-09-02,13,56.0555555555556,117.166666666667
"1597",2016-09-09,11,57.6111111111111,118.555555555556
"1598",2016-09-16,4,58.5555555555556,119.055555555556
"1599",2016-09-23,5,59.2777777777778,119.25
"1600",2016-09-30,1,59.7777777777778,119.194444444444
"1601",2016-10-07,0,59.6944444444444,118.138888888889
"1602",2016-10-14,2,58.8333333333333,116
"1603",2016-10-21,0,57.3611111111111,113
"1604",2016-10-28,2,55.7777777777778,109.944444444444
"1605",2016-11-04,4,53.8333333333333,106.166666666667
"1606",2016-11-11,0,51.3333333333333,101.555555555556
"1607",2016-11-18,2,48.6944444444444,96.8055555555556
"1608",2016-11-25,0,45.9722222222222,91.8055555555556
"1609",2016-12-02,3,43.1111111111111,86.3888888888889
